2020-12-02 06:54:19,"RT @setkabgoid: Agar mudah dipahami masyarakat, Satgas Penanganan COVID-19 bersama Kementerian Pendidikan dan Kebudayaan membuat pedoman pe…",Udien_Marbot
2020-12-02 06:54:17,"Mari sayangi diri sendiri, keluarga dan lingkungan sekitar kita untuk memutus mata rantai covid-19 dengan terus men… https://t.co/5gv4SwqG7p",PTWijayaKarya
2020-12-02 06:54:17,"RT @na_dirs: Wudhu itu fungsinya membersihkan diri dari hadats kecil, bukan dari virus. Protokol kesehatan gak cuma cuci tangan. Itu sebabn…",DwiArieSetiawan
2020-12-02 06:54:15,@Aveanneext Wkwkwkw... Tp karena covid   jgn sebab lain,tehtjapkoentji
2020-12-02 06:54:13,"nnti ditengah2 2020 jangan terlena ya gantenggg belajar utbk yg bener, mo bilang noh bokap kena covid pas bulan mar… https://t.co/UR3rGJNOfo",n4kkoya
2020-12-02 06:54:12,"RT @republikaonline: Munarman heran, aparat tidak mengusut surat palsu hasil swab atas nama Habib Rizieq. https://t.co/L2Taz4t3TC",RahmanSy2
2020-12-02 06:54:12,RT @sxlbccdksll: makin sini makin nambah idol kpop yang positif covid-19 please semoga member exo sehat² jauhin mereka dari virus covid-19…,myyvads
2020-12-02 06:54:10,✅ Abakinnyi ba Rayon Sports barimo gupimwa COVID-19. https://t.co/LgILtMMu7e,flashfmrw
2020-12-02 06:54:07,"RT @MaspiyuO: Dikecam Luas Netizen, Komisaris BUMN @pelni162 @kangdede78  Yang Ajak Warga DKI Bersyukur Anies Kena Covid, Akhirnya Ngacir H…",iammelonlorddd
2020-12-02 06:54:06,RT @AmirudinShari: Menerima khabar sahabat saya @aniesbaswedan Gubernur DKI Jakarta yang disahkan positif Covid-19. Doa kami di Selangor ag…,IwanRid57250001
2020-12-02 06:54:04,"RT @DivHumas_Polri: Seperti kita ketahui, penggunaan Hand Sanitizer selalu digaungkan di masa pandemi covid-19. Tapi kamu tahu nggak sih ca…",Siginjai17
2020-12-02 06:54:03,"Kapolsek Cikarang Kompol Alin Kuncoro SPd, memantau langsung kegiatan masyarakat guna ketahanan pangan kepada warga… https://t.co/IrlBeEU6tw",UtaraCikarang
2020-12-02 06:54:03,Ini Cerita Gubernur Anies Baswedan Selama Isolasi Mandiri karena Covid-19 di Rumah Dinas Tua Berusia 114 Tahun… https://t.co/Ae2DCiMjPq,news24_coid
2020-12-02 06:54:02,Batituud Koramil Ceper Hadiri Rapat esiapan Belajar Mengajar Masa Pandemi Covid 19 https://t.co/VP2T0enZC0,kodimklaten
2020-12-02 06:54:01,"RT @LILApama2011: Kalau dalam pemeriksaan jangan kaget kalau Rijik positif Covid-19. 
Karena kemungkinan besar pasti hal itu terjadi. 

Rij…",tjhinfar21
2020-12-02 06:53:59,"9 Desember 2020 Ayo Datang Ke TPS, Bersama Sukseskan Pilkada 2020 Bebas Covid 19. https://t.co/qnwQxQIUjO",cawas_polsek
2020-12-02 06:53:58,RT @erdina_zullaika: Hospital batu pahat akan digunakan untuk hospital covid bermula malam ini. Hospital permai dan kluang dah penuh. Yang…,aqlhrhm_
2020-12-02 06:53:57,RT @PRFMnews: Cerita Salah Seorang Relawan Vaksin Sinovac di Bandung yang Terpapar Covid-19 https://t.co/H9k6M12W70,syahhid
2020-12-02 06:53:53,"RT @XXXbyefelicia: Tau la tak suka dia dengan dia mmg annoying  tp makan sorang apa masalahnya. Takkan ni pun nak pick kot. 

Dah la masa m…",misscasiolrmy
2020-12-02 06:53:52,"RT @JapenSarawak: MASALAH: Tangan anda sentiasa membawa kuman yg tidak kelihatan oleh mata kasar, meningkatkan risiko terhadap COVID-19

PE…",Mariatungkat2
2020-12-02 06:53:51,ini ngga ada apa huhuuhuhhuu paylater gue di 0-in udh komplen katanya grgr covid jadinya gabisa pake paylater. Pada… https://t.co/yJfCdviHZJ,httpflaminqo
